station_id,capacity,docks_total,diff_net,ape_net,capacity_calib,diff_calib,ape_calib
32276,9,8,1,12.5,9.074301335724993,1.0743013357249929,13.42876669656241
32277,3,7,-4,57.14285714285714,8.8298985058123,1.8298985058123005,26.141407225890006
32278,6,5,1,20.0,8.952099920768648,3.9520999207686476,79.04199841537294
32279,7,7,0,0.0,8.992833725754096,1.992833725754096,28.469053225058516
32280,8,2,6,300.0,9.033567530739544,7.033567530739544,351.6783765369772
32281,8,9,-1,11.11111111111111,9.033567530739544,0.03356753073954444,0.372972563772716
32282,4,7,-3,42.857142857142854,8.87063231079775,1.8706323107977507,26.723318725682155
32283,5,2,3,150.0,8.9113661157832,6.911366115783199,345.56830578916
32288,4,1,3,300.0,8.87063231079775,7.870632310797751,787.063231079775
32289,6,5,1,20.0,8.952099920768648,3.9520999207686476,79.04199841537294
32290,5,9,-4,44.44444444444444,8.9113661157832,-0.08863388421680085,0.9848209357422317
32293,6,1,5,500.0,8.952099920768648,7.952099920768648,795.2099920768648
32294,6,6,0,0.0,8.952099920768648,2.9520999207686476,49.201665346144125
32295,7,11,-4,36.36363636363637,8.992833725754096,-2.007166274245904,18.24696612950822
32296,4,12,-8,66.66666666666666,8.87063231079775,-3.1293676892022493,26.078064076685408
32297,7,4,3,75.0,8.992833725754096,4.992833725754096,124.8208431438524
32298,2,8,-6,75.0,8.789164700826852,0.7891647008268521,9.864558760335651
32301,19,11,8,72.72727272727273,9.48163938557948,-1.5183606144205193,13.803278312913811
32320,5,6,-1,16.666666666666664,8.9113661157832,2.911366115783199,48.52276859638665
32400,5,13,-8,61.53846153846154,8.9113661157832,-4.088633884216801,31.451029878590774
32401,4,12,-8,66.66666666666666,8.87063231079775,-3.1293676892022493,26.078064076685408
32402,15,16,-1,6.25,9.318704165637685,-6.681295834362315,41.758098964764464
32403,9,11,-2,18.181818181818183,9.074301335724993,-1.9256986642750071,17.506351493409156
32405,2,2,0,0.0,8.789164700826852,6.789164700826852,339.4582350413426
32406,16,4,12,300.0,9.359437970623135,5.359437970623135,133.9859492655784
32407,6,13,-7,53.84615384615385,8.952099920768648,-4.047900079231352,31.13769291716425
32408,9,5,4,80.0,9.074301335724993,4.074301335724993,81.48602671449986
32409,3,12,-9,75.0,8.8298985058123,-3.1701014941876995,26.417512451564164
32411,8,9,-1,11.11111111111111,9.033567530739544,0.03356753073954444,0.372972563772716
32412,8,12,-4,33.33333333333333,9.033567530739544,-2.9664324692604556,24.720270577170464
32413,11,4,7,175.0,9.155768945695892,5.1557689456958915,128.8942236423973
32414,11,5,6,120.0,9.155768945695892,4.1557689456958915,83.11537891391782
32415,12,10,2,20.0,9.19650275068134,-0.8034972493186601,8.0349724931866
32416,14,3,11,366.66666666666663,9.277970360652237,6.277970360652237,209.26567868840792
32417,8,14,-6,42.857142857142854,9.033567530739544,-4.966432469260456,35.474517637574685
32418,22,1,21,2100.0,9.603840800535828,8.603840800535828,860.3840800535828
32419,8,11,-3,27.27272727272727,9.033567530739544,-1.9664324692604556,17.876658811458686
32420,13,16,-3,18.75,9.237236555666788,-6.762763444333212,42.26727152708257
32421,10,10,0,0.0,9.115035140710443,-0.8849648592895569,8.84964859289557
32422,13,13,0,0.0,9.237236555666788,-3.7627634443332116,28.94433418717855
32423,12,6,6,100.0,9.19650275068134,3.19650275068134,53.275045844689
32424,5,5,0,0.0,8.9113661157832,3.911366115783199,78.22732231566398
32425,5,4,1,25.0,8.9113661157832,4.911366115783199,122.78415289457998
32426,10,7,3,42.857142857142854,9.115035140710443,2.115035140710443,30.2147877244349
32427,6,10,-4,40.0,8.952099920768648,-1.0479000792313524,10.479000792313524
32428,4,3,1,33.33333333333333,8.87063231079775,5.870632310797751,195.68774369325837
32429,19,10,9,90.0,9.48163938557948,-0.5183606144205193,5.183606144205193
32430,16,9,7,77.77777777777779,9.359437970623135,0.3594379706231354,3.993755229145949
32431,14,13,1,7.6923076923076925,9.277970360652237,-3.722029639347763,28.630997225752026
32432,11,5,6,120.0,9.155768945695892,4.1557689456958915,83.11537891391782
32433,9,5,4,80.0,9.074301335724993,4.074301335724993,81.48602671449986
32434,4,1,3,300.0,8.87063231079775,7.870632310797751,787.063231079775
32600,9,10,-1,10.0,9.074301335724993,-0.9256986642750071,9.256986642750071
32601,12,6,6,100.0,9.19650275068134,3.19650275068134,53.275045844689
32602,6,11,-5,45.45454545454545,8.952099920768648,-2.0479000792313524,18.61727344755775
32603,9,7,2,28.57142857142857,9.074301335724993,2.074301335724993,29.632876224642757
32604,8,4,4,100.0,9.033567530739544,5.033567530739544,125.83918826848861
32605,12,6,6,100.0,9.19650275068134,3.19650275068134,53.275045844689
32606,24,2,22,1100.0,9.685308410506725,7.685308410506725,384.26542052533625
32607,8,4,4,100.0,9.033567530739544,5.033567530739544,125.83918826848861
32608,10,9,1,11.11111111111111,9.115035140710443,0.11503514071044307,1.2781682301160342
32609,8,11,-3,27.27272727272727,9.033567530739544,-1.9664324692604556,17.876658811458686
33200,47,1,46,4600.0,10.622185925172046,9.622185925172046,962.2185925172046
